,Gia,Nha_ve_sinh,So_phong,Huong,Chieu_dai,Rong,Giay_to,Dien_tich,Dien_tich_su_dung,Hem_rong,Duong_mat_tien,Duong,Phuong,Quan,So_lau,Tang_thuong,Gac_lung,Tang_ham,Gan_cho,Gan_truong,Gan_congvien,Gan_mat_tien,Di_chuyen,Thoang,an_ninh,2_duong_chinh,2_hem,binned
3301,7500,3,4,T.Bắc,10.3,3.64,Sổ hồng,37.2,74.6,3.0,0,nguyễn ngọc lộc,Phường 14,Quận 10,2,1,0,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
3302,2300,1,3,T.Bắc,13.35,3.17,Sổ hồng,31.7,61.8,2.0,0,lưu hữu phước,Phường 15,Quận 8,1,0,0,0,1,0,1,1,1,1,1,0,0,"(900.0, 4000.0]"
3303,7500,2,4,T.Bắc,14.0,3.57,Sổ hồng,48.8,97.6,8.0,1,tiền chế,Phường 12,Quận 6,1,0,1,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
3304,3800,2,2,T.Bắc,13.0,4.0,Sổ hồng,48.0,90.0,4.75,0,hương lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,1,1,0,0,1,1,0,0,0,0,0,0,0,"(900.0, 4000.0]"
3305,2600,2,2,Đ.Nam,7.11,4.0,Sổ hồng,28.4,62.4,2.0,0,số 9,Phường 16,Quận Gò Vấp,1,0,0,0,1,1,0,0,1,1,0,0,0,"(900.0, 4000.0]"
3306,22000,30,30,T.Nam,27.45,5.0,Sổ hồng,142.4,79.0,2.0,0,phan huy ích,Phường 14,Quận Gò Vấp,4,0,1,0,1,1,0,0,0,1,0,0,0,"(20000.0, 50000.0]"
3308,5500,5,4,Đ.Nam,18.15,3.98,Sổ hồng,76.3,171.8,6.0,1,ấp thống nhất 1,Xã Tân Thới Nhì,Huyện Hóc Môn,2,0,0,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
3309,13000,6,6,Đ.Nam,20.0,5.0,Sổ hồng,100.0,267.2,20.0,1,n1,Phường Cát Lái,Quận 2,3,0,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
3311,8500,6,5,Bắc,18.04,4.92,Sổ hồng,94.6,79.3,3.0,0,số 2,Phường 16,Quận Gò Vấp,3,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3312,2600,2,2,T.Nam,1.5,6.1,Sổ hồng,19.3,35.0,3.7,0,mai xuân thưởng,Phường 4,Quận 6,1,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
3313,5600,3,4,Đ.Nam,12.21,3.02,Sổ hồng,36.9,115.6,4.0,0,hưng phú,Phường 10,Quận 8,2,1,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
3314,16000,4,4,Đ.Nam,17.25,5.75,Sổ hồng,100.4,234.9,10.0,1,thái phiên,Phường 9,Quận 11,2,0,0,0,1,1,0,0,1,0,1,0,0,"(10000.0, 20000.0]"
3315,5700,5,4,Nam,14.8,2.66,Sổ hồng,41.3,123.9,6.0,0,âu dương lân,Phường 2,Quận 8,2,0,0,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
3316,15000,3,3,Bắc,22.0,4.2,Sổ hồng,65.6,108.5,3.0,0,nguyễn kim,Phường 6,Quận 10,1,1,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
3318,17000,2,2,Đ.Nam,24.3,5.1,Sổ hồng,113.4,203.7,4.0,0,trường sa,Phường 13,Quận Phú Nhuận,1,0,0,0,1,1,0,0,0,0,1,0,0,"(10000.0, 20000.0]"
3319,9000,3,3,T.Bắc,22.12,4.07,Sổ hồng,65.1,211.4,10.0,1,bến bình đông,Phường 15,Quận 8,3,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3320,11900,4,3,T.Bắc,13.55,5.56,Sổ hồng,83.6,187.3,7.0,0,lê đức thọ,Phường 16,Quận Gò Vấp,2,1,0,0,1,0,0,0,1,0,0,0,0,"(10000.0, 20000.0]"
3321,5000,2,3,Tây,15.0,5.0,Sổ hồng,75.1,116.5,3.7,0,phạm thế hiển,Phường 7,Quận 8,1,0,0,0,1,1,0,0,0,1,1,0,0,"(4000.0, 10000.0]"
3322,5500,2,2,Đ.Nam,17.9,4.95,Sổ hồng,88.8,103.4,3.5,0,số 49,Phường Hiệp Bình Chánh,Quận Thủ Đức,1,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3324,38000,6,7,T.Nam,31.0,7.0,Sổ hồng,181.0,31.6,2.07,0,lê trực,Phường 7,Quận Bình Thạnh,4,1,1,1,1,1,1,1,1,1,1,1,1,"(20000.0, 50000.0]"
3325,10000,4,3,T.Nam,10.89,3.92,Sổ hồng,40.3,415.5,6.0,0,phạm viết chánh,Phường 19,Quận Bình Thạnh,2,1,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
3326,6800,3,6,T.Nam,10.8,3.4,Sổ hồng,36.6,113.8,15.0,1,tuệ tĩnh,Phường 12,Quận 11,3,0,0,0,1,1,1,0,1,1,1,0,0,"(4000.0, 10000.0]"
3327,8600,5,4,T.Nam,21.91,4.53,Sổ hồng,100.6,239.4,4.0,0,42,Phường Bình Trưng Đông,Quận 2,2,0,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
3328,3400,2,2,Đ.Nam,9.47,4.27,Sổ hồng,39.6,39.6,3.88,0,âu dương lân,Phường 3,Quận 8,1,0,0,0,1,1,1,0,1,1,1,0,0,"(900.0, 4000.0]"
3329,14500,4,4,T.Bắc,16.45,4.0,Sổ hồng,65.8,202.7,12.0,1,số 10,Phường Bình An,Quận 2,2,1,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
3330,27000,20,20,T.Nam,30.0,7.9,Sổ hồng,224.0,29.7,17.5,1,mê linh,Phường 19,Quận Bình Thạnh,1,0,0,0,1,1,1,1,1,1,1,1,1,"(20000.0, 50000.0]"
3331,18000,6,6,Nam,18.5,4.0,Sổ hồng,74.0,200.8,10.0,1,số 8,Phường 11,Quận 6,3,0,0,0,1,1,0,0,0,1,0,0,0,"(10000.0, 20000.0]"
3333,4000,3,3,Nam,11.81,4.0,Sổ hồng,47.1,142.1,5.0,0,thới an 19,Phường Thới An,Quận 12,2,0,0,0,1,1,0,1,1,1,1,0,0,"(900.0, 4000.0]"
3334,7000,3,3,Tây,10.0,4.0,Sổ hồng,40.0,114.9,4.0,0,chu văn an,Phường 12,Quận Bình Thạnh,2,1,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
3335,7800,6,10,Bắc,12.66,4.17,Sổ hồng,50.4,300.3,5.0,0,số 59,Phường 14,Quận Gò Vấp,3,1,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3336,3000,1,1,Đông,6.68,3.25,Sổ hồng,22.5,43.0,3.0,0,bà hom,Phường 13,Quận 6,1,0,0,0,1,0,1,0,1,0,0,0,0,"(900.0, 4000.0]"
3337,7900,4,3,T.Bắc,13.3,3.5,Sổ hồng,41.8,90.1,2.6,0,trường sa,Phường 12,Quận 3,1,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
3338,5000,1,1,Tây,6.85,3.6,Sổ hồng,24.6,66.2,12.0,1,văn cao,Phường Phú Thọ Hòa,Quận Tân Phú,1,0,1,0,0,1,0,0,0,1,1,0,0,"(4000.0, 10000.0]"
3339,5500,3,4,Tây,12.3,4.0,Sổ hồng,49.2,163.6,4.0,0,trương phước phan,Phường Bình Trị Đông,Quận Bình Tân,2,1,0,0,0,1,1,0,1,1,1,0,0,"(4000.0, 10000.0]"
3340,2600,2,1,T.Bắc,6.03,3.84,Sổ hồng,28.7,49.9,2.5,0,mễ cốc,Phường 15,Quận 8,1,0,0,0,1,1,0,1,1,1,1,0,0,"(900.0, 4000.0]"
3341,12500,3,3,T.Bắc,7.4,3.91,Sổ hồng,29.4,93.9,5.0,0,trần khắc chân,Phường Tân Định,Quận 1,2,0,1,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
3342,11000,3,5,T.Bắc,14.3,3.5,Sổ hồng,41.6,171.6,5.0,0,nguyễn tiểu la,Phường 8,Quận 10,2,1,1,0,1,1,0,1,1,1,1,0,1,"(10000.0, 20000.0]"
3343,5800,3,3,Tây,8.0,3.0,Sổ hồng,23.6,99.5,4.0,0,nguyễn tiểu la,Phường 5,Quận 10,2,1,1,0,0,0,0,0,1,0,1,0,0,"(4000.0, 10000.0]"
3347,5700,1,2,T.Bắc,17.56,4.29,Sổ hồng,66.8,128.4,2.26,0,số 6,Phường Hiệp Bình Chánh,Quận Thủ Đức,1,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3348,4500,4,3,Đ.Bắc,4.3,6.0,Sổ hồng,25.7,155.7,5.0,0,hòa hảo,Phường 4,Quận 10,3,0,0,0,1,1,0,1,0,1,1,0,0,"(4000.0, 10000.0]"
3350,900,1,1,Không xác định,7.0,3.5,Sổ hồng,24.5,49.0,4.5,0,lê văn lương,Xã Nhơn Đức,Huyện Nhà Bè,1,0,0,0,1,1,1,1,1,1,1,1,1,
3352,4500,3,4,Đ.Bắc,9.0,4.0,Sổ hồng,34.2,132.3,4.0,0,b3,Phường Tây Thạnh,Quận Tân Phú,2,1,0,0,1,1,0,1,1,0,1,0,0,"(4000.0, 10000.0]"
3353,3800,2,2,Bắc,8.5,2.8,Sổ hồng,24.7,24.7,3.0,1,nghĩa thục,Phường 6,Quận 5,1,0,0,0,1,0,1,0,1,0,1,0,0,"(900.0, 4000.0]"
3354,12900,5,6,T.Nam,16.65,3.55,Sổ hồng,57.1,324.0,6.0,1,trần nhân tôn,Phường 2,Quận 10,4,0,0,0,1,1,1,0,1,1,1,0,0,"(10000.0, 20000.0]"
3355,35000,6,6,T.Bắc,27.95,3.9,Sổ hồng,93.0,598.9,30.0,1,tô hiến thành,Phường 13,Quận 10,4,1,1,0,1,1,0,1,1,1,1,0,1,"(20000.0, 50000.0]"
3356,5000,2,2,T.Bắc,13.0,3.39,Sổ hồng,36.5,67.1,1.62,0,xô viết nghệ tĩnh,Phường 21,Quận Bình Thạnh,1,0,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
3357,5500,3,2,Nam,13.5,4.0,Sổ hồng,52.6,123.3,8.0,0,an dương vương,Phường An Lạc,Quận Bình Tân,2,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3358,4700,2,2,Nam,6.2,4.8,Sổ hồng,34.7,58.8,2.5,0,tạ uyên,Phường 4,Quận 11,1,0,0,0,1,1,1,0,0,0,0,0,0,"(4000.0, 10000.0]"
3360,13500,4,5,T.Nam,13.0,5.5,Sổ hồng,74.5,125.8,4.0,0,điện biên phủ,Phường 3,Quận 3,1,0,1,0,1,1,0,0,0,0,0,0,0,"(10000.0, 20000.0]"
3361,3600,3,3,Đ.Bắc,7.84,3.6,Sổ hồng,29.2,51.2,1.79,0,nội bộ cư xá phú lâm b,Phường 13,Quận 6,1,0,1,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
3363,4200,2,2,Đ.Nam,13.37,3.33,Sổ hồng,56.7,113.4,6.0,0,phạm thế hiển,Phường 7,Quận 8,1,0,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
3364,9200,3,4,Nam,19.89,3.8,Sổ hồng,75.6,166.2,15.0,1,cư xá phú lâm a,Phường 12,Quận 6,1,1,1,0,1,1,0,1,0,0,1,0,0,"(4000.0, 10000.0]"
3365,5900,2,2,Nam,11.5,3.2,Sổ hồng,36.7,70.2,4.0,0,lê quang sung,Phường 6,Quận 6,1,0,0,0,1,1,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
3366,1500,1,1,Tây,9.08,2.96,Sổ hồng,12.5,25.0,2.89,0,nơ trang long,Phường 11,Quận Bình Thạnh,1,0,0,0,1,1,1,1,0,0,0,0,0,"(900.0, 4000.0]"
3367,13200,3,4,T.Bắc,10.22,3.27,Sổ hồng,33.3,148.0,6.5,0,lê hồng phong,Phường 1,Quận 10,5,0,1,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
3368,3900,2,3,T.Bắc,13.71,4.0,Sổ hồng,54.8,146.8,3.0,0,phú định,Phường 16,Quận 8,2,0,0,0,1,1,1,1,1,0,1,0,0,"(900.0, 4000.0]"
3369,11500,3,4,Đ.Bắc,16.6,5.68,Sổ hồng,75.8,179.0,5.0,0,lê văn sỹ,Phường 1,Quận Tân Bình,2,0,0,0,0,1,1,1,1,0,1,0,0,"(10000.0, 20000.0]"
3371,3600,2,2,Đ.Nam,3.64,4.45,Sổ hồng,17.7,48.6,3.5,0,phùng văn cung,Phường 7,Quận Phú Nhuận,2,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
3372,5700,3,5,Đông,17.5,4.0,Sổ hồng,70.0,194.0,4.3,0,tân hòa đông,Phường Bình Trị Đông,Quận Bình Tân,2,0,1,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
3373,2800,2,2,T.Nam,7.6,3.58,Sổ hồng,26.3,55.1,2.8,0,phan huy ích,Phường 12,Quận Gò Vấp,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
3374,1500,1,2,Nam,4.26,3.65,Sổ hồng,16.2,42.0,1.2,0,huỳnh tấn phát,Phường Phú Thuận,Quận 7,1,0,1,0,1,0,1,0,0,0,0,0,0,"(900.0, 4000.0]"
3376,10800,6,4,T.Bắc,17.4,5.0,Sổ hồng,87.0,156.3,6.0,0,nguyễn văn linh,Phường Bình Thuận,Quận 7,2,1,0,0,1,1,1,0,1,1,0,0,0,"(10000.0, 20000.0]"
3377,35000,30,29,Đông,18.0,17.2,Sổ hồng,310.0,634.4,8.0,1,số 17,Phường Hiệp Bình Chánh,Quận Thủ Đức,3,0,0,0,1,1,1,1,1,0,0,0,0,"(20000.0, 50000.0]"
3379,22000,6,14,T.Bắc,20.6,13.0,Sổ hồng,264.0,460.5,20.0,1,32,Phường Hiệp Bình Chánh,Quận Thủ Đức,2,1,1,0,1,1,1,0,1,0,0,0,0,"(20000.0, 50000.0]"
3380,13800,2,4,Đông,22.5,4.2,Sổ hồng,79.2,210.0,4.0,0,lý chính thắng,Phường 8,Quận 3,1,0,1,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
3381,6000,3,4,Đ.Nam,10.0,5.0,Sổ hồng,50.1,157.5,5.6,0,man thiện,Phường Tăng Nhơn Phú A,Quận 9,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
3382,4900,2,3,T.Nam,10.0,3.0,Sổ hồng,34.6,65.1,4.0,0,ni sư huỳnh liên,Phường 10,Quận Tân Bình,1,0,0,0,1,1,0,0,1,1,0,0,1,"(4000.0, 10000.0]"
3383,5500,3,4,T.Bắc,10.0,3.0,Sổ hồng,27.7,61.5,3.0,0,nguyễn tiểu la,Phường 8,Quận 10,2,1,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
3384,5500,2,2,Bắc,10.1,2.55,Sổ hồng,26.5,53.0,2.4,0,nguyễn trọng tuyển,Phường 8,Quận Phú Nhuận,1,0,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
3385,6700,5,4,T.Nam,17.9,4.16,Sổ hồng,74.3,170.1,4.0,0,số 48,Phường Hiệp Bình Chánh,Quận Thủ Đức,2,1,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
3386,8000,3,4,Đông,10.64,3.65,Sổ hồng,36.0,103.0,3.0,0,hòa hảo,Phường 5,Quận 10,1,1,1,0,1,1,0,0,0,1,0,0,0,"(4000.0, 10000.0]"
3387,7000,5,4,T.Nam,15.36,4.77,Sổ hồng,72.1,130.0,4.0,0,thạnh mỹ lợi,Phường Thạnh Mỹ Lợi,Quận 2,2,1,1,0,1,0,1,0,0,0,0,0,0,"(4000.0, 10000.0]"
3388,2600,2,2,Đ.Nam,4.0,5.16,Sổ hồng,20.6,41.3,1.0,0,nguyễn văn quỳ,Phường Tân Thuận Đông,Quận 7,1,0,1,0,1,1,0,1,1,1,1,0,1,"(900.0, 4000.0]"
3389,8500,6,5,T.Nam,21.91,5.0,Sổ hồng,109.5,220.0,5.0,1,số 3,Xã Bình Hưng,Huyện Bình Chánh,2,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3390,7800,7,7,Đ.Nam,12.6,3.7,Sổ hồng,41.4,124.8,5.0,0,phan xích long,Phường 3,Quận Phú Nhuận,3,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
3391,4800,5,4,Đ.Bắc,12.18,4.11,Sổ hồng,50.1,207.9,12.0,0,thạnh xuân 24,Phường Thạnh Xuân,Quận 12,3,0,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
3393,10500,4,3,Tây,10.0,4.0,Sổ hồng,28.0,119.6,6.0,0,bình thới,Phường 11,Quận 11,3,1,0,0,1,1,0,1,0,0,0,0,0,"(10000.0, 20000.0]"
3394,6000,5,4,Đông,9.22,3.27,Sổ hồng,33.8,133.1,4.56,0,nguyễn lâm,Phường 3,Quận Bình Thạnh,3,1,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
3395,4600,4,3,Đ.Bắc,12.86,4.98,Sổ hồng,58.4,175.2,4.5,0,cây keo,Phường Tam Phú,Quận Thủ Đức,2,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3396,1300,1,1,T.Bắc,5.56,2.24,Sổ hồng,13.4,18.6,1.5,0,nguyễn kiệm,Phường 3,Quận Gò Vấp,1,0,0,0,1,1,0,0,0,1,1,0,0,"(900.0, 4000.0]"
3397,5800,3,5,T.Nam,12.61,3.98,Sổ hồng,50.3,194.7,3.24,0,trịnh đình trọng,Phường Hòa Thạnh,Quận Tân Phú,3,1,0,0,1,1,0,0,0,1,1,0,0,"(4000.0, 10000.0]"
3398,11500,3,3,Tây,11.22,3.56,Sổ hồng,23.4,54.0,8.0,0,nguyễn văn nguyễn,Phường Tân Định,Quận 1,2,0,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
3399,17500,5,5,T.Nam,14.84,6.75,Sổ hồng,200.0,288.0,2.24,0,số 37,Phường Linh Đông,Quận Thủ Đức,1,0,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
3401,11200,2,2,Đ.Bắc,16.3,4.2,Sổ hồng,68.0,129.4,4.0,0,trường sa,Phường 13,Quận Phú Nhuận,1,0,0,0,1,1,1,0,1,1,1,0,0,"(10000.0, 20000.0]"
3402,5700,4,4,Tây,15.43,4.27,Sổ hồng,60.3,60.3,6.0,0,trương đăng quế,Phường 3,Quận Gò Vấp,1,0,0,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
3403,5000,3,3,T.Bắc,16.62,2.95,Sổ hồng,47.8,102.0,3.0,0,lý thường kiệt,Phường 4,Quận Gò Vấp,1,0,1,0,1,1,0,1,1,0,1,0,0,"(4000.0, 10000.0]"
3404,8500,6,5,Tây,13.27,6.0,Sổ hồng,79.6,151.5,2.0,0,số 112,Phường Phước Long A,Quận 9,2,1,0,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
3405,5400,2,4,Tây,13.22,8.0,Sổ hồng,105.6,146.2,7.0,0,ấp 3,Xã Xuân Thới Sơn,Huyện Hóc Môn,1,0,0,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
3406,6900,4,4,T.Nam,26.37,4.0,Sổ hồng,105.4,216.6,8.0,0,thạnh xuân 38,Phường Thạnh Xuân,Quận 12,2,1,0,0,1,1,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
3407,8000,3,4,Đ.Bắc,12.6,4.55,Sổ hồng,59.3,169.9,3.0,0,cách mạng tháng tám,Phường 7,Quận Tân Bình,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
3408,7600,3,2,Đ.Bắc,23.08,4.15,Sổ hồng,93.0,148.9,3.75,0,số 79,Phường Phước Long B,Quận 9,2,1,0,0,1,0,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
3409,15000,5,5,Nam,21.5,3.5,Sổ hồng,67.1,285.5,4.0,0,nguyễn trọng tuyển,Phường 8,Quận Phú Nhuận,4,0,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
3410,2000,2,2,T.Bắc,4.39,3.34,Sổ hồng,14.5,14.5,1.5,0,tám danh,Phường 4,Quận 8,2,0,0,0,1,1,0,1,1,1,1,0,0,"(900.0, 4000.0]"
3411,13200,5,6,T.Bắc,21.0,4.0,Sổ hồng,82.3,272.4,14.0,1,trần văn kiểu,Phường 10,Quận 6,2,1,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
3412,2500,2,2,Đ.Bắc,4.14,6.0,Sổ hồng,22.1,44.2,1.0,0,dương bá trạc,Phường 1,Quận 8,1,0,0,0,1,1,0,0,1,0,0,0,0,"(900.0, 4000.0]"
3415,5200,3,3,Tây,7.3,3.6,Sổ hồng,26.3,78.9,10.0,1,số 6,Phường 26,Quận Bình Thạnh,2,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
3417,3400,4,4,Bắc,12.22,3.0,Sổ hồng,37.1,37.1,8.5,1,lương văn can,Phường 15,Quận 8,2,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
3418,10000,5,5,Đ.Nam,16.04,6.1,Sổ hồng,99.8,249.5,4.7,0,số 11,Phường 11,Quận Gò Vấp,1,0,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3419,4200,3,3,Bắc,8.65,3.15,Sổ hồng,22.3,135.5,3.0,0,hà tôn quyền,Phường 15,Quận 5,2,0,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3420,2400,3,4,Tây,9.0,3.3,Sổ hồng,29.7,90.0,7.0,0,lê văn lương,Xã Phước Kiển,Huyện Nhà Bè,2,0,0,0,1,0,1,1,1,0,0,0,0,"(900.0, 4000.0]"
3421,3900,3,4,Đ.Nam,10.71,3.06,Sổ hồng,30.5,88.8,3.0,0,phạm thế hiển,Phường 6,Quận 8,2,0,0,0,1,1,0,0,0,0,1,0,0,"(900.0, 4000.0]"
3422,4200,3,4,Bắc,14.0,3.2,Sổ hồng,45.9,41.9,2.5,0,phạm thế hiển,Phường 6,Quận 8,2,0,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
3424,7800,4,4,Nam,12.4,4.0,Sổ hồng,49.6,55.3,13.0,1,bùi đình túy,Phường 12,Quận Bình Thạnh,2,1,1,0,1,1,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
3425,5800,1,1,Đ.Bắc,20.0,4.5,Sổ hồng,76.4,77.4,4.0,0,số 48,Phường Hiệp Bình Chánh,Quận Thủ Đức,1,0,0,0,1,0,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
3427,6700,5,4,Nam,6.0,5.0,Sổ hồng,30.3,82.9,2.0,0,cách mạng tháng tám,Phường 11,Quận 3,2,0,1,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
3428,12500,5,4,Đ.Bắc,18.0,5.0,Sổ hồng,90.0,89.6,4.5,1,song hành hà nội,Phường Trường Thọ,Quận Thủ Đức,3,0,0,0,1,1,0,1,0,1,1,0,0,"(10000.0, 20000.0]"
3429,30000,22,21,Nam,24.02,8.42,Sổ hồng,202.0,789.9,4.0,1,số 42,Phường Bình Trưng Đông,Quận 2,3,1,1,1,1,1,0,0,0,0,1,0,0,"(20000.0, 50000.0]"
3430,35000,10,6,Bắc,13.0,15.0,Sổ hồng,160.4,147.4,8.0,1,hậu giang,Phường 11,Quận 6,3,1,1,0,1,1,0,0,1,0,1,0,0,"(20000.0, 50000.0]"
3431,2800,2,2,Đ.Bắc,8.64,3.1,Sổ hồng,26.8,57.3,3.0,0,lê đức thọ,Phường 16,Quận Gò Vấp,1,0,0,0,1,1,0,0,1,0,0,0,1,"(900.0, 4000.0]"
3432,5200,5,4,T.Bắc,13.8,4.55,Sổ hồng,63.8,120.4,5.2,0,nguyễn văn quỳ,Phường Tân Thuận Đông,Quận 7,2,1,0,0,1,1,1,1,1,1,1,1,0,"(4000.0, 10000.0]"
3433,3600,1,1,Bắc,10.9,3.0,Sổ hồng,33.0,64.0,2.7,0,nguyễn sơn,Phường Phú Thọ Hòa,Quận Tân Phú,1,0,0,0,1,1,1,0,1,0,1,0,0,"(900.0, 4000.0]"
3434,10000,3,3,T.Bắc,11.2,3.5,Sổ hồng,38.6,163.2,4.0,0,trần bình trọng,Phường 1,Quận 10,3,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
3435,8200,5,4,Đ.Nam,16.26,2.12,Sổ hồng,53.9,230.0,15.0,1,mai xuân thưởng,Phường 11,Quận Bình Thạnh,3,1,1,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
3436,14500,5,4,T.Nam,19.96,3.95,Sổ hồng,78.7,215.4,7.0,1,14,Phường An Phú,Quận 2,2,1,0,0,1,1,0,0,0,1,0,0,1,"(10000.0, 20000.0]"
3437,2600,2,4,T.Nam,13.0,3.0,Sổ hồng,39.0,82.5,2.5,0,mễ cốc,Phường 15,Quận 8,2,0,0,0,1,1,0,0,0,1,0,0,0,"(900.0, 4000.0]"
3438,8200,4,3,Đ.Nam,4.56,13.5,Sổ hồng,61.6,109.6,3.52,0,nguyễn thái sơn,Phường 3,Quận Gò Vấp,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
3439,17000,16,16,Bắc,23.21,5.05,Sổ hồng,112.0,433.4,8.0,0,lý thường kiệt,Phường 9,Quận Tân Bình,3,1,1,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
3440,7600,2,2,T.Bắc,9.0,4.5,Sổ hồng,41.4,76.2,12.0,1,gò dầu,Phường Tân Quý,Quận Tân Phú,1,1,0,0,1,0,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
3441,3000,1,1,Bắc,4.09,4.97,Sổ hồng,20.3,43.1,2.0,0,vạn kiếp,Phường 3,Quận Bình Thạnh,1,0,0,0,1,0,1,0,1,0,0,0,0,"(900.0, 4000.0]"
3443,9200,6,7,Đ.Bắc,20.0,6.0,Sổ hồng,110.0,212.2,16.0,1,nguyễn văn quỳ,Phường Phú Thuận,Quận 7,2,1,0,0,1,1,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
3444,25000,12,12,T.Bắc,20.0,4.8,Sổ hồng,98.0,279.5,10.0,1,lạc long quân,Phường 9,Quận Tân Bình,4,0,1,1,1,1,1,1,1,1,1,1,1,"(20000.0, 50000.0]"
3445,8200,3,4,Bắc,13.64,5.0,Sổ hồng,68.3,217.6,6.0,0,nguyễn văn linh,Phường Bình Thuận,Quận 7,2,1,0,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
3446,3000,2,1,Nam,5.39,3.84,Sổ hồng,28.0,35.3,2.0,0,bùi minh trực,Phường 5,Quận 8,1,0,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
3447,11500,2,4,Đ.Nam,10.3,8.8,Sổ hồng,90.6,146.7,3.5,1,hà bá tường,Phường 12,Quận Tân Bình,1,0,0,0,1,1,0,1,1,0,1,0,0,"(10000.0, 20000.0]"
